text,label,location,disaster
"Vikings, the storm has settled, and the results are in!

The ""Unleash the Thunder"" event in Valhalla was a resounding success, with warriors from across the world battling fiercely and contributing to our new structure, The Tempest Forge.

As the event drew to a close, a",0,,
"MERCURIAL WORLD CLIMATE: TORNADO TOUCHES DOWN IN THE UAE

A tornado struck Ras al-Khaimah, United Arab Emirates, as reported by local media. 

The National Meteorological Centre has issued alerts for potential storm clouds and heavy rain in the region over the next three days.",1,"Ras al-Khaimah, United Arab Emirates",Tornado
"KURAOKAMI: SEA KINGS WRATH

LEGENDARY INFINITY CARD

Control the storms  bring both life and destruction through the elements.

Tag 2 friends, repost  drop your wallet below to receive this card when the game launches.

You have till Monday",0,,
"More fire  Captain on Speaker Alan Bagbin on No retreat, No surrender tomorrow in parliament. And also on Chief Justice saying  I was hoping this cup will pass me by because I am in the eyes of the storm. 
#VoteNr8ToSaveOurDemocracy
#SayNoToAgyapade3
#NppNeverAgain",0,,
Ukrainian soldiers from the 36th Marine Brigade storm a Russian stronghold near Zeleny Shlyakh in the Kursk region.,0,Kursk region,
Settlers continue to storm Al-Aqsa Mosque on the sixth day of Jewish Sukkot holiday! -AlAsima TV,0,Al-Aqsa Mosque,
"The recent dip in STORM is just a bump in the road. 

Savvy investors know this is an opportunity to accumulate more tokens before the surge. 

Don't let fear cloud your judgment  seize the moment and ride the wave to those gains you've been waiting!

Btw still holding my bags.",0,,
Life tip: Bring in your cars snow removal tool the night before a snow storm. Saves yourself from having to open the door and have lots of snow on seats!,0,,snow storm
"THE STORM COLLAPSES THIS HOUSE OF CARDS MATRIX, FAKE DREAM WORLD, WE'RE NOT EVEN IN REAL BODIES! 

I'M GONNA PULL THE WHOLE FUCKING THING DOWN!",0,,
gm,0,,
"A man was arrested after trying to storm the House of Commons to arrest Justin Trudeau.  

Raise your hand if you think this man is a hero",0,House of Commons,
gm beautiful ppls,0,,
WATCH: Tornado-like 'dust devil' storm hits UAE,1,UAE,storm
"Last Wednesday, Pres. #BongbongMarcos Jr. said he felt a little helpless when Severe Tropical Storm #KristinePH struck. He said the government can only do so much, adding that they just have to wait for the typhoon to end. #News5

READ:",1,,Severe Tropical Storm
"Watch , President Donald J.Trump
prays with victims of Helene while
visiting North Carolina Communities 
devasted by the monster storm's wrath

Jesus is the Lord  King ,and Trump 
will be victorious  on Election Day 
Amen
God Bless President Trump",1,North Carolina,storm
"SUPERWOMEN, INDEED!

K-pop girl group UNIS announced on Thursday that they will donate a portion of their upcoming fan concert sales to the communities affected by severe tropical storm #KristinePH.

#UNISInCURIOUSlandManila will happen today, 25 October, at the New Frontier",1,Philippines,severe tropical storm Kristine
"At present, #Oscar is a Tropical Storm and looks like it made 2 landfalls over the weekend as a hurricane in Great Inagua and Guantanamo Cuba yesterday.  Oscar was our 10th hurricane of the season and still producing heavy rain over eastern Cuba and the Turks and Caicos as a TS.",1,"Great Inagua, Guantanamo Cuba, eastern Cuba, Turks and Caicos","Tropical Storm, hurricane"
"      
#  
  
Saudi Arabia - #Floods",1,Saudi Arabia,Floods
"My therapist advised, ""Learn to calm your own storm instead of venting to others. It may feel therapeutic to let it all out, but you reinforce negative thoughts. Its no ones job but yours to pull yourself out of your problems. Journal, meditate, exercise, and release.""",0,,
"       #  -     
15-10-2024
Saudi Arabia",0,Saudi Arabia,
A STORM IS COMING!!!,1,,
"UK POLICE ARE SHITTING THEMSELVES ABOUT YOUNG PEOPLE IN RESISTANCE.

This week, we made a storm in London, bringing our resistance to Marble Arch, the Cenotaph, and the State Opening of Parliament. Despite immense police surveillance and repression, we will not be going anywhere.",0,London,
"Drop a  if you appreciate everything Biden is doing for storm victims. 

 In States like Florida and North Carolina !!!!",1,Florida and North Carolina,storm
      ,0,,
"IF YOU ARE EVACUATING FROM FLORIDA AND HAVE NOWHERE TO GO OR CANNOT AFFORD A HOTEL...

We have 40 acres in Picayune, MS where you, your horses, farm animals, and pets can ride out the storm. We are about 9 hours from Tampa. 

Tents and RVs welcome. Please email",1,"Florida, Picayune, MS",storm
"Eric Trump says THEY are trying to kill DJT: 

Let me just be very clear. They are trying to kill the man. They are trying to kill my father. They are trying to kill the 45th President of the United States

That man is a hero to so many Americans. This is a guy who saved this",0,,
This is another Hurricane Katrina. The effects of this storm will be felt for years. Many states are suffering. It's so important that we stay on top of this since the media is hardly covering it. Asheville is completely cut off and I can't imagine having a loved one there and,1,Asheville,Hurricane
"Brian Kemp says he was outraged, had to call the White House after only 11 of the 90 counties hit were included in the FEMA disaster declaration  rural counties neglected.

Kamala was at a fundraiser during the storm.

Far bigger scandal than Katrina.",1,,storm
"Cows are brought to higher ground for safety after the plains used for grazing in Bgy. Baculud, Ilagan, Isabela got flooded due to continuous rains brought by severe tropical storm #KrisitinePH. 

READ:",1,"Bgy. Baculud, Ilagan, Isabela",flooding
Um GFS what (watch the whole GIF),0,,
meu deus eu t passando mal,0,,
"PROTESTERS STORM PARLIAMENT OVER LAW THAT COULD CREATE A POLITICAL ""DYNASTY""

Thousands of furious protesters stormed Indonesias parliament, tearing down fences and clashing with police over a controversial law change that could allow President Jokowis 29-year-old son,",0,Indonesia,
"MASSIVE PROTESTS: FURIOUS CROWDS BREACH INDONESIAN PARLIAMENT FENCES!

Jakarta is in turmoil as enraged protesters storm the parliament, breaking through fences to stop election law changes that could tighten President Jokowi's grip on power and block key critics.

Chanting",0,Jakarta,
"You're not in a storm, you're in a transition.
Hold on. God knows what He is doing.
Put an Amen on it.",0,,
"BREAKING: Hurricane Milton jumped to reach Cat 5 status in incredible speed.

Do you believe this storm is completely natural?",1,,Hurricane Milton
"Chaos at creamfields this morning as the storm hits tents snapped, girls screaming, and a rogue dinosaur on the loose. This was taken at 6:20 btw",0,creamfields,storm
"BREAKING: Hurricane Milton has rapidly intensified into a Cat 5 storm with 180 mph winds, ranking among the strongest ever recorded.

Not a single weather model predicted the storm would strengthen this quickly.

Do you believe this storm is completely natural?",1,,Hurricane Milton
"JUST IN: Entire home seen floating away in Asheville, North Carolina as tropical storm Helene demolishes the state. 

The situation is so bad that a 7:30 p.m. to 7:30 a.m. curfew is now in effect. 

The city is facing what experts are calling a 1 in 1000-year event with the",1,"Asheville, North Carolina",tropical storm
"I held my first meeting with the new UK Prime Minister 
@KeirStarmer
.

I thanked Prime Minister Starmer for all the UKs military and financial assistance provided to our country. This morning, I learned about the permission to use Storm Shadow missiles against military targets",0,,
"Why do I do what I do? Because pictures and videos speak louder than words and graphs. They capture the reality unfolding before our eyes. Catastrophic flooding, forests burning, storms intensifying, severe drought. These moments show the actual reality that can't be denied. By",1,,"flooding, forests burning, storms intensifying, severe drought"
"Today, I announced that the Biden-Harris Administration will provide 100 million to repair I-40, a major artery for western North Carolina.

We will stand with North Carolina and every state affected by this storm for the long haul.",1,North Carolina,storm
"Holy sht. MSNBC just asked Congresswoman Zoe Lofgren if she has retained counsel or updated her passport because Trump is coming for her and the other members of the J6 Unselect Committee. 

Her response was that Congress members are immune to being held accountable 

Honey,",0,,
"INSANE: German police storm a book reading by 
@MartinSellner
 about remigration - not knowing he wasn't there.

People reacted by singing ""Die Gedanken Sind Frei"" (thoughts are free).

This is German democracy.",0,Germany,
Liz Truss may have lost the people of Norfolk but she has taken the Republican Convention by storm.,0,,
Le jour o le jeu Naruto Storm 2 avait mis une drill  lanim Naruto. Fallait tre l.,0,,
"Lumakas pa ang bagyong #KristinePH at naging severe tropical storm na. Patuloy itong magbabagsak ng malakas hanggang matinding ulan sa malaking bahagi ng Luzon kaya nananatili ang banta ng baha at landslides. #WeatherPatrol

Kaugnay na ulat:",1,Luzon,severe tropical storm
"President Trump trolls the fake news as they walked across the front of the stage during his town hall 

I love this man.",0,,
"This is Nick Fuentes using a bullhorn outside the Capitol, urging everyone to storm the building on January 6, 2021.

 ""Break down the barriers and disregard the Police!!""  

Why isn't anyone on either the Woke Left or the Woke Right highlighting that Nick Fuentes was one of the",0,,
"Tropical Storm Fishing event rewards are now claimable! 

Our Tycoons reeled in an astounding 145,000 fish during this epic fishing extravaganza! 

Claim your rewards now and gear up for the next tournamentcoming soon to Port Ohana!",0,,
Theres a storm comin,1,,storm
"Met Police attack man holding his child and then storm the crowd with horses.

Has anyone seen anything remotely similar at any pro-Palestinian marches, where attendees even shot fireworks at the police.

The police are creating anarchy, as they have lost the trust of the people.",0,,
"Okay so our government gives illegal aliens food, water, money, and a place to live Its all free. No strings attached. But. If you are an American citizen and have lost everything in this storm, FEMA is offering you a one year loan. If you do not pay it back in one year,",1,,storm
"Former Raytheon Employee Eric Hecker, who worked at the South Pole Station in Antarctica, reveals how direct energy is used to control storms and even earthquakes.",0,Antarctica,"storms, earthquakes"
"#BREAKING: Hurricane Milton, now an extremely powerful Category 5 storm, has become one of the strongest hurricanes ever recorded, with maximum sustained winds of 180 mph.",1,,Hurricane Milton
